type,tau,power
lorentz_kernel,5.0,3.5
lorentz_kernel,5.0,4.0
lorentz_kernel,5.0,4.5
lorentz_kernel,5.0,5.0
lorentz_kernel,5.0,5.5
lorentz_kernel,5.0,6.0
lorentz_kernel,5.0,6.5
lorentz_kernel,5.0,7.0
lorentz_kernel,5.0,7.5
lorentz_kernel,5.0,8.0
lorentz_kernel,5.0,8.5
lorentz_kernel,5.0,9.0
lorentz_kernel,5.0,9.5
lorentz_kernel,5.0,10.0
lorentz_kernel,5.0,10.5
lorentz_kernel,5.0,11.0
lorentz_kernel,5.0,11.5
lorentz_kernel,5.0,12.0
lorentz_kernel,5.0,12.5
lorentz_kernel,5.0,13.0
lorentz_kernel,5.0,13.5
lorentz_kernel,5.0,14.0
lorentz_kernel,5.0,14.5
lorentz_kernel,5.0,15.0
lorentz_kernel,5.0,15.5
lorentz_kernel,5.0,16.0
lorentz_kernel,5.0,16.5
lorentz_kernel,5.0,17.0
lorentz_kernel,5.0,17.5
lorentz_kernel,5.0,18.0
lorentz_kernel,5.0,18.5
lorentz_kernel,5.0,19.0
lorentz_kernel,5.0,19.5
lorentz_kernel,5.0,20.0
lorentz_kernel,5.5,0.5
lorentz_kernel,5.5,1.0
lorentz_kernel,5.5,1.5
lorentz_kernel,5.5,2.0
lorentz_kernel,5.5,2.5
lorentz_kernel,5.5,3.0
lorentz_kernel,5.5,3.5
lorentz_kernel,5.5,4.0
lorentz_kernel,5.5,4.5
lorentz_kernel,5.5,5.0
lorentz_kernel,5.5,5.5
lorentz_kernel,5.5,6.0
lorentz_kernel,5.5,6.5
lorentz_kernel,5.5,7.0
lorentz_kernel,5.5,7.5
lorentz_kernel,5.5,8.0
lorentz_kernel,5.5,8.5
lorentz_kernel,5.5,9.0
lorentz_kernel,5.5,9.5
lorentz_kernel,5.5,10.0
lorentz_kernel,5.5,10.5
lorentz_kernel,5.5,11.0
lorentz_kernel,5.5,11.5
lorentz_kernel,5.5,12.0
lorentz_kernel,5.5,12.5
lorentz_kernel,5.5,13.0
lorentz_kernel,5.5,13.5
lorentz_kernel,5.5,14.0
lorentz_kernel,5.5,14.5
lorentz_kernel,5.5,15.0
lorentz_kernel,5.5,15.5
lorentz_kernel,5.5,16.0
lorentz_kernel,5.5,16.5
lorentz_kernel,5.5,17.0
lorentz_kernel,5.5,17.5
lorentz_kernel,5.5,18.0
lorentz_kernel,5.5,18.5
lorentz_kernel,5.5,19.0
lorentz_kernel,5.5,19.5
lorentz_kernel,5.5,20.0
lorentz_kernel,6.0,0.5
lorentz_kernel,6.0,1.0
lorentz_kernel,6.0,1.5
lorentz_kernel,6.0,2.0
lorentz_kernel,6.0,2.5
lorentz_kernel,6.0,3.0
lorentz_kernel,6.0,3.5
lorentz_kernel,6.0,4.0
lorentz_kernel,6.0,4.5
lorentz_kernel,6.0,5.0
lorentz_kernel,6.0,5.5
lorentz_kernel,6.0,6.0
lorentz_kernel,6.0,6.5
lorentz_kernel,6.0,7.0
lorentz_kernel,6.0,7.5
lorentz_kernel,6.0,8.0
lorentz_kernel,6.0,8.5
lorentz_kernel,6.0,9.0
lorentz_kernel,6.0,9.5
lorentz_kernel,6.0,10.0
lorentz_kernel,6.0,10.5
lorentz_kernel,6.0,11.0
lorentz_kernel,6.0,11.5
lorentz_kernel,6.0,12.0
lorentz_kernel,6.0,12.5
lorentz_kernel,6.0,13.0
lorentz_kernel,6.0,13.5
lorentz_kernel,6.0,14.0
lorentz_kernel,6.0,14.5
lorentz_kernel,6.0,15.0
lorentz_kernel,6.0,15.5
lorentz_kernel,6.0,16.0
lorentz_kernel,6.0,16.5
lorentz_kernel,6.0,17.0
lorentz_kernel,6.0,17.5
lorentz_kernel,6.0,18.0
lorentz_kernel,6.0,18.5
lorentz_kernel,6.0,19.0
lorentz_kernel,6.0,19.5
lorentz_kernel,6.0,20.0
lorentz_kernel,6.5,0.5
lorentz_kernel,6.5,1.0
lorentz_kernel,6.5,1.5
lorentz_kernel,6.5,2.0
lorentz_kernel,6.5,2.5
lorentz_kernel,6.5,3.0
lorentz_kernel,6.5,3.5
lorentz_kernel,6.5,4.0
lorentz_kernel,6.5,4.5
lorentz_kernel,6.5,5.0
lorentz_kernel,6.5,5.5
lorentz_kernel,6.5,6.0
lorentz_kernel,6.5,6.5
lorentz_kernel,6.5,7.0
lorentz_kernel,6.5,7.5
lorentz_kernel,6.5,8.0
lorentz_kernel,6.5,8.5
lorentz_kernel,6.5,9.0
lorentz_kernel,6.5,9.5
lorentz_kernel,6.5,10.0
lorentz_kernel,6.5,10.5
lorentz_kernel,6.5,11.0
lorentz_kernel,6.5,11.5
lorentz_kernel,6.5,12.0
lorentz_kernel,6.5,12.5
lorentz_kernel,6.5,13.0
lorentz_kernel,6.5,13.5
lorentz_kernel,6.5,14.0
lorentz_kernel,6.5,14.5
lorentz_kernel,6.5,15.0
lorentz_kernel,6.5,15.5
lorentz_kernel,6.5,16.0
lorentz_kernel,6.5,16.5
lorentz_kernel,6.5,17.0
lorentz_kernel,6.5,17.5
lorentz_kernel,6.5,18.0
lorentz_kernel,6.5,18.5
lorentz_kernel,6.5,19.0
lorentz_kernel,6.5,19.5
lorentz_kernel,6.5,20.0
lorentz_kernel,7.0,0.5
lorentz_kernel,7.0,1.0
lorentz_kernel,7.0,1.5
lorentz_kernel,7.0,2.0
lorentz_kernel,7.0,2.5
lorentz_kernel,7.0,3.0
lorentz_kernel,7.0,3.5
lorentz_kernel,7.0,4.0
lorentz_kernel,7.0,4.5
lorentz_kernel,7.0,5.0
lorentz_kernel,7.0,5.5
lorentz_kernel,7.0,6.0
lorentz_kernel,7.0,6.5
lorentz_kernel,7.0,7.0
lorentz_kernel,7.0,7.5
lorentz_kernel,7.0,8.0
lorentz_kernel,7.0,8.5
lorentz_kernel,7.0,9.0
lorentz_kernel,7.0,9.5
lorentz_kernel,7.0,10.0
lorentz_kernel,7.0,10.5
lorentz_kernel,7.0,11.0
lorentz_kernel,7.0,11.5
lorentz_kernel,7.0,12.0
lorentz_kernel,7.0,12.5
lorentz_kernel,7.0,13.0
lorentz_kernel,7.0,13.5
lorentz_kernel,7.0,14.0
lorentz_kernel,7.0,14.5
lorentz_kernel,7.0,15.0
lorentz_kernel,7.0,15.5
lorentz_kernel,7.0,16.0
lorentz_kernel,7.0,16.5
lorentz_kernel,7.0,17.0
lorentz_kernel,7.0,17.5
lorentz_kernel,7.0,18.0
lorentz_kernel,7.0,18.5
lorentz_kernel,7.0,19.0
lorentz_kernel,7.0,19.5
lorentz_kernel,7.0,20.0
lorentz_kernel,7.5,0.5
lorentz_kernel,7.5,1.0
lorentz_kernel,7.5,1.5
lorentz_kernel,7.5,2.0
lorentz_kernel,7.5,2.5
lorentz_kernel,7.5,3.0
lorentz_kernel,7.5,3.5
lorentz_kernel,7.5,4.0
lorentz_kernel,7.5,4.5
lorentz_kernel,7.5,5.0
lorentz_kernel,7.5,5.5
lorentz_kernel,7.5,6.0
lorentz_kernel,7.5,6.5
lorentz_kernel,7.5,7.0
lorentz_kernel,7.5,7.5
lorentz_kernel,7.5,8.0
lorentz_kernel,7.5,8.5
lorentz_kernel,7.5,9.0
lorentz_kernel,7.5,9.5
lorentz_kernel,7.5,10.0
lorentz_kernel,7.5,10.5
lorentz_kernel,7.5,11.0
lorentz_kernel,7.5,11.5
lorentz_kernel,7.5,12.0
lorentz_kernel,7.5,12.5
lorentz_kernel,7.5,13.0
lorentz_kernel,7.5,13.5
lorentz_kernel,7.5,14.0
lorentz_kernel,7.5,14.5
lorentz_kernel,7.5,15.0
lorentz_kernel,7.5,15.5
lorentz_kernel,7.5,16.0
lorentz_kernel,7.5,16.5
lorentz_kernel,7.5,17.0
lorentz_kernel,7.5,17.5
lorentz_kernel,7.5,18.0
lorentz_kernel,7.5,18.5
lorentz_kernel,7.5,19.0
lorentz_kernel,7.5,19.5
lorentz_kernel,7.5,20.0
lorentz_kernel,8.0,0.5
lorentz_kernel,8.0,1.0
lorentz_kernel,8.0,1.5
lorentz_kernel,8.0,2.0
lorentz_kernel,8.0,2.5
lorentz_kernel,8.0,3.0
lorentz_kernel,8.0,3.5
lorentz_kernel,8.0,4.0
lorentz_kernel,8.0,4.5
lorentz_kernel,8.0,5.0
lorentz_kernel,8.0,5.5
lorentz_kernel,8.0,6.0
lorentz_kernel,8.0,6.5
lorentz_kernel,8.0,7.0
lorentz_kernel,8.0,7.5
lorentz_kernel,8.0,8.0
lorentz_kernel,8.0,8.5
lorentz_kernel,8.0,9.0
lorentz_kernel,8.0,9.5
lorentz_kernel,8.0,10.0
lorentz_kernel,8.0,10.5
lorentz_kernel,8.0,11.0
lorentz_kernel,8.0,11.5
lorentz_kernel,8.0,12.0
lorentz_kernel,8.0,12.5
lorentz_kernel,8.0,13.0
lorentz_kernel,8.0,13.5
lorentz_kernel,8.0,14.0
lorentz_kernel,8.0,14.5
lorentz_kernel,8.0,15.0
lorentz_kernel,8.0,15.5
lorentz_kernel,8.0,16.0
lorentz_kernel,8.0,16.5
lorentz_kernel,8.0,17.0
lorentz_kernel,8.0,17.5
lorentz_kernel,8.0,18.0
lorentz_kernel,8.0,18.5
lorentz_kernel,8.0,19.0
lorentz_kernel,8.0,19.5
lorentz_kernel,8.0,20.0
lorentz_kernel,8.5,0.5
lorentz_kernel,8.5,1.0
lorentz_kernel,8.5,1.5
lorentz_kernel,8.5,2.0
lorentz_kernel,8.5,2.5
lorentz_kernel,8.5,3.0
lorentz_kernel,8.5,3.5
lorentz_kernel,8.5,4.0
lorentz_kernel,8.5,4.5
lorentz_kernel,8.5,5.0
lorentz_kernel,8.5,5.5
lorentz_kernel,8.5,6.0
lorentz_kernel,8.5,6.5
lorentz_kernel,8.5,7.0
lorentz_kernel,8.5,7.5
lorentz_kernel,8.5,8.0
lorentz_kernel,8.5,8.5
lorentz_kernel,8.5,9.0
lorentz_kernel,8.5,9.5
lorentz_kernel,8.5,10.0
lorentz_kernel,8.5,10.5
lorentz_kernel,8.5,11.0
lorentz_kernel,8.5,11.5
lorentz_kernel,8.5,12.0
lorentz_kernel,8.5,12.5
lorentz_kernel,8.5,13.0
lorentz_kernel,8.5,13.5
lorentz_kernel,8.5,14.0
lorentz_kernel,8.5,14.5
lorentz_kernel,8.5,15.0
lorentz_kernel,8.5,15.5
lorentz_kernel,8.5,16.0
lorentz_kernel,8.5,16.5
lorentz_kernel,8.5,17.0
lorentz_kernel,8.5,17.5
lorentz_kernel,8.5,18.0
lorentz_kernel,8.5,18.5
lorentz_kernel,8.5,19.0
lorentz_kernel,8.5,19.5
lorentz_kernel,8.5,20.0
lorentz_kernel,9.0,0.5
lorentz_kernel,9.0,1.0
lorentz_kernel,9.0,1.5
lorentz_kernel,9.0,2.0
lorentz_kernel,9.0,2.5
lorentz_kernel,9.0,3.0
lorentz_kernel,9.0,3.5
lorentz_kernel,9.0,4.0
lorentz_kernel,9.0,4.5
lorentz_kernel,9.0,5.0
lorentz_kernel,9.0,5.5
lorentz_kernel,9.0,6.0
lorentz_kernel,9.0,6.5
lorentz_kernel,9.0,7.0
lorentz_kernel,9.0,7.5
lorentz_kernel,9.0,8.0
lorentz_kernel,9.0,8.5
lorentz_kernel,9.0,9.0
lorentz_kernel,9.0,9.5
lorentz_kernel,9.0,10.0
lorentz_kernel,9.0,10.5
lorentz_kernel,9.0,11.0
lorentz_kernel,9.0,11.5
lorentz_kernel,9.0,12.0
lorentz_kernel,9.0,12.5
lorentz_kernel,9.0,13.0
lorentz_kernel,9.0,13.5
lorentz_kernel,9.0,14.0
lorentz_kernel,9.0,14.5
lorentz_kernel,9.0,15.0
lorentz_kernel,9.0,15.5
lorentz_kernel,9.0,16.0
lorentz_kernel,9.0,16.5
lorentz_kernel,9.0,17.0
lorentz_kernel,9.0,17.5
lorentz_kernel,9.0,18.0
lorentz_kernel,9.0,18.5
lorentz_kernel,9.0,19.0
lorentz_kernel,9.0,19.5
lorentz_kernel,9.0,20.0
lorentz_kernel,9.5,0.5
lorentz_kernel,9.5,1.0
lorentz_kernel,9.5,1.5
lorentz_kernel,9.5,2.0
lorentz_kernel,9.5,2.5
lorentz_kernel,9.5,3.0
lorentz_kernel,9.5,3.5
lorentz_kernel,9.5,4.0
lorentz_kernel,9.5,4.5
lorentz_kernel,9.5,5.0
lorentz_kernel,9.5,5.5
lorentz_kernel,9.5,6.0
lorentz_kernel,9.5,6.5
lorentz_kernel,9.5,7.0
lorentz_kernel,9.5,7.5
lorentz_kernel,9.5,8.0
lorentz_kernel,9.5,8.5
lorentz_kernel,9.5,9.0
lorentz_kernel,9.5,9.5
lorentz_kernel,9.5,10.0
lorentz_kernel,9.5,10.5
lorentz_kernel,9.5,11.0
lorentz_kernel,9.5,11.5
lorentz_kernel,9.5,12.0
lorentz_kernel,9.5,12.5
lorentz_kernel,9.5,13.0
lorentz_kernel,9.5,13.5
lorentz_kernel,9.5,14.0
lorentz_kernel,9.5,14.5
lorentz_kernel,9.5,15.0
lorentz_kernel,9.5,15.5
lorentz_kernel,9.5,16.0
lorentz_kernel,9.5,16.5
lorentz_kernel,9.5,17.0
lorentz_kernel,9.5,17.5
lorentz_kernel,9.5,18.0
lorentz_kernel,9.5,18.5
lorentz_kernel,9.5,19.0
lorentz_kernel,9.5,19.5
lorentz_kernel,9.5,20.0
lorentz_kernel,10.0,0.5
lorentz_kernel,10.0,1.0
lorentz_kernel,10.0,1.5
lorentz_kernel,10.0,2.0
lorentz_kernel,10.0,2.5
lorentz_kernel,10.0,3.0
lorentz_kernel,10.0,3.5
lorentz_kernel,10.0,4.0
lorentz_kernel,10.0,4.5
lorentz_kernel,10.0,5.0
lorentz_kernel,10.0,5.5
lorentz_kernel,10.0,6.0
lorentz_kernel,10.0,6.5
lorentz_kernel,10.0,7.0
lorentz_kernel,10.0,7.5
lorentz_kernel,10.0,8.0
lorentz_kernel,10.0,8.5
lorentz_kernel,10.0,9.0
lorentz_kernel,10.0,9.5
lorentz_kernel,10.0,10.0
lorentz_kernel,10.0,10.5
lorentz_kernel,10.0,11.0
lorentz_kernel,10.0,11.5
lorentz_kernel,10.0,12.0
lorentz_kernel,10.0,12.5
lorentz_kernel,10.0,13.0
lorentz_kernel,10.0,13.5
lorentz_kernel,10.0,14.0
lorentz_kernel,10.0,14.5
lorentz_kernel,10.0,15.0
lorentz_kernel,10.0,15.5
lorentz_kernel,10.0,16.0
lorentz_kernel,10.0,16.5
lorentz_kernel,10.0,17.0
lorentz_kernel,10.0,17.5
lorentz_kernel,10.0,18.0
lorentz_kernel,10.0,18.5
lorentz_kernel,10.0,19.0
lorentz_kernel,10.0,19.5
lorentz_kernel,10.0,20.0
